Feature,Mean_Abs_SHAP_Reference,Rank_Reference,Mean_Abs_SHAP_Perturbed,Rank_Perturbed,SHAP_Change,Absolute_SHAP_Change,Rank_Change
ICU_Surgical Intensive Care Unit (SICU),0.009019537,136,0.010806011,123,0.0017864741,0.0017864741,-13
Sodium_full_mean,0.01233056,109,0.0140864365,109,0.0017558765,0.0017558765,0
Lactate_full_mean,0.002852181,164,0.0045399624,161,0.0016877814,0.0016877814,-3
pH_last25%_min,0.007966258,141,0.0095765535,136,0.0016102958,0.0016102958,-5
Sodium_last25%_std,0.008040987,140,0.0064839143,153,-0.0015570726,0.0015570726,13
White blood cell count_full_max,0.0045822873,158,0.006101495,157,0.0015192078,0.0015192078,-1
Mean blood pressure_last25%_min,0.007866206,143,0.009364551,139,0.0014983453,0.0014983453,-4
pH_last25%_std,0.0038366665,161,0.002339293,170,-0.0014973735,0.0014973735,9
Respiratory rate_last10%_min,0.0050284164,156,0.00647124,154,0.0014428236,0.0014428236,-2
Potassium_full_min,0.011436236,115,0.009994318,132,-0.0014419183,0.0014419183,17
pH_full_mean,0.009110311,135,0.0077370047,146,-0.0013733064,0.0013733064,11
Fraction inspired oxygen_last10%_min,0.044313733,43,0.042944998,42,-0.001368735,0.001368735,-1
Glascow coma scale verbal response_full_max,0.024845187,76,0.023644706,79,-0.0012004804,0.0012004804,3
Systolic blood pressure_last25%_mean,0.02372257,80,0.022536233,84,-0.0011863373,0.0011863373,4
Respiratory rate_last25%_max,0.009431424,132,0.010598213,125,0.0011667898,0.0011667898,-7
Glucose_last25%_max,0.005204564,155,0.0063567245,155,0.0011521606,0.0011521606,0
Heart Rate_last25%_max,0.03014968,64,0.0290058,63,-0.0011438802,0.0011438802,-1
Mean blood pressure_last10%_min,0.0127291605,107,0.013828907,111,0.0010997467,0.0010997467,4
Glascow coma scale eye opening_last25%_max,0.047037184,40,0.048067536,36,0.001030352,0.001030352,-4
Respiratory rate_last10%_max,0.0059336387,152,0.0069448985,150,0.0010112599,0.0010112599,-2
Glascow coma scale eye opening_full_min,0.011716229,113,0.012726675,117,0.0010104459,0.0010104459,4
Oxygen saturation_last25%_max,0.000594545,173,0.0015896547,173,0.0009951098,0.0009951098,0
Potassium_full_max,0.0018860977,167,0.00283538,167,0.0009492822,0.0009492822,0
Mean blood pressure_last10%_max,0.013120845,105,0.014053203,110,0.0009323582,0.0009323582,5
Heart Rate_last25%_mean,0.05068801,33,0.049854845,33,-0.0008331649,0.0008331649,0
Hemoglobin_full_min,0.0077549675,144,0.008496917,143,0.0007419493,0.0007419493,-1
Glascow coma scale motor response_last25%_min,0.14032723,4,0.13960506,5,-0.0007221699,0.0007221699,1
pH_full_max,0.009572526,129,0.010289099,128,0.0007165726,0.0007165726,-1
Sodium_last10%_std,0.015564064,98,0.01625874,103,0.00069467723,0.00069467723,5
Hematocrit_full_max,0.009576114,128,0.010199388,129,0.00062327366,0.00062327366,1
ICU_Coronary Care Unit (CCU),0.0017786702,169,0.0023675247,168,0.0005888544,0.0005888544,-1
Lactate_last25%_std,0.009538883,131,0.009036887,141,-0.0005019959,0.0005019959,10
Heart Rate_last25%_std,0.017209781,93,0.017704358,96,0.000494577,0.000494577,3
Weight_full_mean,0.06983738,16,0.06934365,15,-0.0004937276,0.0004937276,-1
Oxygen saturation_full_min,0.048786767,38,0.049273238,34,0.00048647076,0.00048647076,-4
Glascow coma scale eye opening_full_max,0.0018735764,168,0.0023410972,169,0.0004675208,0.0004675208,1
Platelets_last10%_min,0.025625449,75,0.026070295,70,0.00044484623,0.00044484623,-5
Systolic blood pressure_last10%_std,0.004691572,157,0.0043086885,162,-0.00038288347,0.00038288347,5
Platelets_full_max,0.03791467,48,0.03827947,49,0.00036479905,0.00036479905,1
Systolic blood pressure_last25%_max,0.009403636,133,0.009746734,135,0.0003430983,0.0003430983,2
Creatinine_full_min,0.042673927,46,0.043011677,41,0.00033774972,0.00033774972,-5
