Feature,Reference,HighWeight,ReferenceRank,HighRank,SHAP_change
Platelets_last10%_min,0.0028235471118435765,0.003449988011682375,11.0,8.0,0.0006264408998387983
Respiratory rate_last10%_mean,0.0010655262556849914,0.001684077391707158,58.0,32.0,0.0006185511360221666
Height_full_min,0.0006122604643184647,0.001201843823846761,162.0,67.0,0.0005895833595282962
Platelets_full_max,0.0010583773969582342,0.0016441362299169568,60.0,34.0,0.0005857588329587226
Fraction inspired oxygen_full_min,0.000642971984899347,0.0012189112930287066,153.0,64.0,0.0005759393081293596
Weight_full_max,0.0007111083005237781,0.0012665180289706886,137.0,55.0,0.0005554097284469105
Glucose_last25%_max,0.0007683872962037447,0.001319048886250019,124.0,52.0,0.0005506615900462744
Potassium_full_mean,0.0007835698393462217,0.0013274171010976262,120.0,51.0,0.0005438472617514045
Hemoglobin_full_max,0.003393005340624349,0.003927754534647566,8.0,6.0,0.0005347491940232169
Hemoglobin_full_mean,0.0014355664413281857,0.0019516273815318385,26.0,23.0,0.0005160609402036528
Potassium_full_min,0.0016016252136531253,0.0021107001799038324,21.0,18.0,0.000509074966250707
Lactate_full_min,0.0012124472633285505,0.0017087715448751344,45.0,29.0,0.0004963242815465838
Potassium_full_max,0.0009073673701852705,0.001376193465093689,83.0,49.0,0.00046882609490841846
Hematocrit_full_std,0.00076472232004896,0.0012153444339656613,125.0,65.0,0.0004506221139167013
Respiratory rate_last25%_min,0.0007351769046134039,0.0011805790134810806,131.0,69.0,0.0004454021088676767
Diastolic blood pressure_last25%_min,0.0013984196699223818,0.0018402632097212544,28.0,26.0,0.0004418435397988726
Glascow coma scale eye opening_last25%_std,0.0008148383875997339,0.0012530900509572724,106.0,57.0,0.00043825166335753846
Heart Rate_full_max,0.0005676782973397554,0.000992320660079708,171.0,85.0,0.0004246423627399526
Glascow coma scale motor response_full_mean,0.0006321560474462477,0.001033235403726466,158.0,78.0,0.00040107935628021837
Potassium_full_std,0.0006086366245717569,0.0010055101943648782,163.0,83.0,0.0003968735697931213
Sodium_full_mean,0.0007978532157716928,0.0011911213423318502,116.0,68.0,0.00039326812656015743
Respiratory rate_full_max,0.0006126257338279642,0.0009778694949381737,161.0,87.0,0.0003652437611102095
Glascow coma scale verbal response_full_min,0.0006343391911760005,0.0009811842657972598,157.0,86.0,0.0003468450746212593
Creatinine_full_max,0.0008822971627427108,0.0012149479185758674,88.0,66.0,0.00033265075583315657
Prothrombin time_full_std,0.000733985413144487,0.0010575887584976702,133.0,77.0,0.0003236033453531832
Fraction inspired oxygen_last10%_max,0.002591237130781356,0.002909950735610091,12.0,10.0,0.00031871360482873526
Glucose_last25%_std,0.0006183844268544692,0.0009335135347291906,160.0,92.0,0.00031512910787472135
White blood cell count_full_max,0.0007986379699120271,0.001109639810137576,115.0,75.0,0.00031100184022554895
Heart Rate_last10%_mean,0.0008137712598356376,0.0011122163996674249,107.0,74.0,0.00029844513983178726
Temperature_last25%_max,0.0006352866682765376,0.0009249146982655474,156.0,93.0,0.00028962802998900976
Glascow coma scale verbal response_last10%_std,0.0008525584601668104,0.0011421332668781587,95.0,71.0,0.00028957480671134835
Lactate_last10%_min,0.0011871745254780942,0.0014440241004527762,47.0,42.0,0.000256849574974682
Sodium_full_std,0.001316858307319938,0.0015726836906064707,33.0,37.0,0.0002558253832865328
Diastolic blood pressure_last10%_mean,0.001319661036951213,0.0015548806176799179,32.0,38.0,0.00023521958072870476
Bilirubin_full_std,0.0007969712636066241,0.001030710067051045,117.0,79.0,0.00023373880344442096
Respiratory rate_last10%_min,0.0005894487024367327,0.0008151842598499713,168.0,105.0,0.00022573555741323863
pH_last25%_min,0.0006031967979515356,0.000826661275259112,166.0,103.0,0.00022346447730757632
Platelets_last25%_std,0.0009146170039099739,0.001117639244666115,80.0,73.0,0.00020302224075614112
Glascow coma scale motor response_full_std,0.0012715052727370194,0.0014670497443051908,36.0,41.0,0.00019554447156817142
Lactate_last25%_std,0.0008133573354834456,0.0010040910545476979,108.0,84.0,0.00019073371906425227
Hemoglobin_full_min,0.0010561846329314583,0.0012396586087041227,61.0,59.0,0.00018347397577266446
Glucose_full_max,0.0006985864048302021,0.0008748795076830805,139.0,98.0,0.00017629310285287845
Sodium_last25%_std,0.0008509063900912249,0.001025863442562694,96.0,81.0,0.00017495705247146923
ICU_Neuro Intermediate,0.0012573226421185655,0.0014309095532572533,38.0,45.0,0.00017358691113868781
Glascow coma scale verbal response_last25%_std,0.0008455584934684497,0.0010133282622979151,97.0,82.0,0.00016776976882946538
Hematocrit_last10%_min,0.0010959055083603567,0.0012526584016036883,55.0,58.0,0.00015675289324333153
Oxygen saturation_last25%_min,0.0011460967198045008,0.0012829749102734112,50.0,53.0,0.0001368781904689104
Heart Rate_last25%_min,0.0008108650852993532,0.0009166859844937564,112.0,95.0,0.00010582089919440314
Hematocrit_last25%_std,0.0006279064300566435,0.0007314632539747686,159.0,118.0,0.00010355682391812511
Systolic blood pressure_full_max,0.0007746869593155006,0.0008757626790492898,122.0,97.0,0.00010107571973378912
Glucose_last10%_mean,0.0006688091195740145,0.0007649064901954541,147.0,111.0,9.609737062143964e-05
Weight_last25%_std,0.0006040764602675714,0.0006960866877610433,164.0,124.0,9.201022749347188e-05
Systolic blood pressure_last10%_max,0.000872047432528774,0.0009621142031657252,90.0,90.0,9.006677063695115e-05
Fraction inspired oxygen_last10%_min,0.0006818698137596024,0.0007625522531439804,144.0,113.0,8.068243938437795e-05
Hematocrit_last10%_std,0.001065765115714685,0.0011348754905411184,57.0,72.0,6.91103748264334e-05
pH_full_std,0.0004846932970956131,0.000551611343129695,181.0,145.0,6.691804603408194e-05
Fraction inspired oxygen_last25%_max,0.0008090544745748313,0.0008439269164437468,113.0,100.0,3.487244186891551e-05
Glucose_last10%_max,0.00035157525087350087,0.0003840844883816105,183.0,169.0,3.250923750810965e-05
Glascow coma scale motor response_full_min,0.0008208914001000831,0.0008498047852214208,103.0,99.0,2.8913385121337692e-05
Glascow coma scale verbal response_full_max,0.000522966573606076,0.0005500036309234287,178.0,146.0,2.7037057317352733e-05
ICU_Medical Intensive Care Unit (MICU),0.0005752649796350914,0.0005812528472316821,169.0,140.0,5.987867596590757e-06
Platelets_last10%_std,0.0006461559136502382,0.0006518530499828413,152.0,131.0,5.6971363326031215e-06
Platelets_full_mean,0.0012176352291905215,0.0012216360536280988,43.0,63.0,4.000824437577332e-06
ICU_Surgery/Trauma,0.0,0.0,186.5,186.5,0.0
ICU_Intensive Care Unit (ICU),0.0,0.0,186.5,186.5,0.0
ICU_Neurology,0.0,0.0,186.5,186.5,0.0
ICU_Surgery/Vascular/Intermediate,0.0,0.0,186.5,186.5,0.0
ICU_PACU,0.0,0.0,186.5,186.5,0.0
ICU_Medicine,0.0,0.0,186.5,186.5,0.0
Glascow coma scale motor response_last25%_std,0.0008203932220667983,0.0008173197314450196,104.0,104.0,-3.0734906217786935e-06
Glascow coma scale eye opening_last10%_std,0.000780008109608976,0.0007737669612194023,121.0,110.0,-6.2411483895736695e-06
Mean blood pressure_full_min,0.0005586913269731826,0.0005474613957235836,173.0,147.0,-1.1229931249598997e-05
Glascow coma scale eye opening_last25%_max,0.0006984073129014632,0.0006679758240080335,140.0,128.0,-3.043148889342968e-05
Glascow coma scale eye opening_full_max,0.0007905871933098229,0.0007601170046086874,118.0,114.0,-3.0470188701135553e-05
ICU_Neuro Surgical Intensive Care Unit (Neuro SICU),0.0012034924842172442,0.001172310947922544,46.0,70.0,-3.118153629470019e-05
ICU_Neuro Stepdown,0.00045012804118935217,0.00041804511736949707,182.0,162.0,-3.2082923819855096e-05
Hematocrit_full_mean,0.0006793393992713884,0.0006466027305969169,145.0,133.0,-3.2736668674471486e-05
Glascow coma scale verbal response_full_mean,0.00126851120269004,0.0012329625469135724,37.0,61.0,-3.554865577646768e-05
ICU_Coronary Care Unit (CCU),0.0008336245556205174,0.0007971189533467313,98.0,107.0,-3.650560227378612e-05
Respiratory rate_last10%_max,0.0007284648779700121,0.0006805826051132258,135.0,126.0,-4.788227285678628e-05
Systolic blood pressure_last25%_min,0.0010142389705852881,0.0009488808015813469,64.0,91.0,-6.535816900394122e-05
Diastolic blood pressure_full_mean,0.0011006116560188964,0.001027672246857786,54.0,80.0,-7.293940916111032e-05
pH_full_max,0.0005269020526199194,0.0004452676863067945,177.0,156.0,-8.163436631312488e-05
Glascow coma scale motor response_last10%_min,0.0014791086473405703,0.0013873456274748062,25.0,48.0,-9.176301986576411e-05
pH_last10%_min,0.0009774189728588884,0.0008823854764111388,72.0,96.0,-9.503349644774956e-05
Respiratory rate_full_min,0.0005681313500340455,0.00046669602414626616,170.0,153.0,-0.00010143532588777936
Glascow coma scale motor response_last25%_max,0.0035410847884155194,0.0034342518165411877,6.0,9.0,-0.00010683297187433173
Systolic blood pressure_full_min,0.0008528350413573384,0.0007437324368816816,94.0,116.0,-0.00010910260447565673
Creatinine_full_std,0.0007357360499571732,0.0006242065735058695,130.0,135.0,-0.00011152947645130373
Glucose_last25%_mean,0.0008274994413799408,0.0007075285535538157,101.0,119.0,-0.00011997088782612518
Glascow coma scale motor response_last25%_min,0.0019367184895574723,0.001813021669750121,16.0,28.0,-0.0001236968198073513
Lactate_last25%_max,0.0008667985065552263,0.0007369054521222793,91.0,117.0,-0.00012989305443294693
Hematocrit_full_max,0.0005353422685708662,0.00039365795619419804,176.0,168.0,-0.0001416843123766682
Respiratory rate_last25%_max,0.0005421152159302613,0.0003942975250068932,174.0,167.0,-0.00014781769092336812
Lactate_full_max,0.0008042302168038001,0.0006514164387117735,114.0,132.0,-0.0001528137780920266
Potassium_last25%_max,0.0008250923885673735,0.0006660533320557993,102.0,130.0,-0.0001590390565115742
Systolic blood pressure_full_mean,0.002057105356741529,0.0018929950932409275,14.0,25.0,-0.00016411026350060163
Lactate_full_std,0.0007453195689959143,0.0005800109104149799,127.0,141.0,-0.00016530865858093444
Diastolic blood pressure_last25%_mean,0.0006869767818239836,0.0005174085517813366,142.0,150.0,-0.00016956823004264708
Mean blood pressure_last10%_max,0.0007433243677626468,0.0005657005619339633,128.0,143.0,-0.00017762380582868353
Systolic blood pressure_last25%_max,0.0007349181782861199,0.0005540745559124225,132.0,144.0,-0.00018084362237369737
Heart Rate_last25%_mean,0.0011526588564448295,0.0009671891651202809,48.0,89.0,-0.00018546969132454867
Diastolic blood pressure_full_max,0.000811653588380684,0.0006237297545304246,111.0,136.0,-0.00018792383385025934
Heart Rate_last10%_min,0.0006427600483230686,0.0004385460804464561,154.0,157.0,-0.00020421396787661248
Prothrombin time_last10%_min,0.0017203621479747796,0.0015087424919666172,18.0,40.0,-0.00021161965600816242
Sodium_full_min,0.001620351552903638,0.001397290150640629,19.0,47.0,-0.00022306140226300902
Fraction inspired oxygen_last25%_min,0.0010033351067685057,0.0007795667717255793,66.0,108.0,-0.0002237683350429264
Heart Rate_full_min,0.0013396694829544192,0.0010806925049265759,31.0,76.0,-0.00025897697802784335
Glucose_full_min,0.001094573257717183,0.0008304725333280609,56.0,102.0,-0.0002641007243891221
pH_last25%_std,0.0006683909183942682,0.00039746501604319775,148.0,166.0,-0.0002709259023510705
Creatinine_full_mean,0.0009410763515549728,0.0006691509376058248,74.0,127.0,-0.0002719254139491481
Glascow coma scale motor response_last10%_max,0.0015355633277915235,0.0012593120861288116,24.0,56.0,-0.0002762512416627119
Temperature_last10%_min,0.001244015068629835,0.000967686001830056,39.0,88.0,-0.0002763290667997789
Heart Rate_last25%_std,0.0008907604959535639,0.000610569553230334,86.0,139.0,-0.0002801909427232299
Hemoglobin_last25%_std,0.0007109797173231849,0.0004239654405505806,138.0,161.0,-0.00028701427677260433
Prothrombin time_full_max,0.001101853491693289,0.0008139641198540756,53.0,106.0,-0.00028788937183921344
pH_full_mean,0.000660161528575337,0.00035364807575359537,149.0,172.0,-0.0003065134528217416
Sodium_last10%_min,0.0010307329599848916,0.0007004320674118263,63.0,121.0,-0.0003303008925730653
Prothrombin time_full_mean,0.0010005952520310921,0.0006449208374060151,69.0,134.0,-0.00035567441462507705
White blood cell count_last10%_min,0.005000980721691952,0.004642842565859829,2.0,4.0,-0.0003581381558321233
Oxygen saturation_full_min,0.0012780914721991987,0.0009197429701424411,35.0,94.0,-0.0003583485020567576
pH_full_min,0.0007903172249353635,0.00042534069615714784,119.0,160.0,-0.0003649765287782157
Diastolic blood pressure_full_min,0.0010380650769282029,0.000667485781246181,62.0,129.0,-0.00037057929568202184
Fraction inspired oxygen_full_mean,0.001987587569465414,0.0016045925173400583,15.0,35.0,-0.0003829950521253556
Diastolic blood pressure_last10%_max,0.0008297235657690692,0.00044541485851625493,100.0,155.0,-0.00038430870725281424
Glascow coma scale eye opening_last25%_min,0.0012329457759253193,0.0008439122006239746,40.0,101.0,-0.00038903357530134465
Creatinine_full_min,0.0009128509576817836,0.0005223619989861362,82.0,149.0,-0.0003904889586956474
Mean blood pressure_last25%_min,0.0008117731987067185,0.00041717795618777866,109.0,163.0,-0.00039459524251893985
pH_last10%_mean,0.0006481926842964312,0.00023857796532401608,151.0,181.0,-0.0004096147189724151
Heart Rate_last10%_max,0.0007311296068443424,0.00032067672023776953,134.0,177.0,-0.0004104528866065729
Glascow coma scale eye opening_full_min,0.0008165966130293428,0.000403911937688955,105.0,165.0,-0.00041268467534038785
pH_last10%_std,0.0007244680551921903,0.00030616745840140406,136.0,178.0,-0.0004183005967907862
Glascow coma scale motor response_last10%_std,0.0010020111020076754,0.0005775407393989884,67.0,142.0,-0.00042447036260868703
Bilirubin_full_min,0.0024472606214312846,0.002020861685961308,13.0,22.0,-0.0004263989354699768
White blood cell count_full_std,0.0011353266238046016,0.0007073730592086349,51.0,120.0,-0.00042795356459596667
Platelets_full_min,0.0008597212937969718,0.0004258959874981086,93.0,159.0,-0.0004338253062988632
Temperature_last25%_min,0.0011300239336216903,0.0006888425060880787,52.0,125.0,-0.0004411814275336116
Platelets_full_std,0.0009226739655458478,0.0004728539929901455,77.0,152.0,-0.00044981997255570227
White blood cell count_last25%_std,0.0012232250102366372,0.0007632663148271492,41.0,112.0,-0.0004599586954094879
White blood cell count_last10%_std,0.0008745988966829173,0.0004133058093836488,89.0,164.0,-0.00046129308729926855
Heart Rate_last25%_max,0.0009158313207226124,0.00042941809582773045,78.0,158.0,-0.00048641322489488195
ICU_Medical/Surgical Intensive Care Unit (MICU/SICU),0.0010082264054456314,0.0004966021928623693,65.0,151.0,-0.0005116242125832621
Oxygen saturation_last25%_max,0.0008893873868671646,0.0003716986738377379,87.0,171.0,-0.0005176887130294266
Mean blood pressure_last10%_min,0.0012159731636266229,0.0006979798790059515,44.0,122.0,-0.0005179932846206713
Lactate_full_mean,0.0012969873092530811,0.0007747307398505088,34.0,109.0,-0.0005222565694025723
Diastolic blood pressure_last10%_min,0.003405199136247268,0.002879376417415394,7.0,11.0,-0.0005258227188318742
ICU_Surgical Intensive Care Unit (SICU),0.0011498804675317094,0.0006158146692147395,49.0,137.0,-0.0005340657983169698
White blood cell count_full_min,0.004040085135670935,0.003502442253486856,4.0,7.0,-0.0005376428821840789
Glascow coma scale verbal response_full_std,0.0009863749322369679,0.0004463002397854269,71.0,154.0,-0.000540074692451541
ICU_Trauma SICU (TSICU),0.0009049030751476252,0.0003483455667806495,84.0,173.0,-0.0005565575083669757
Heart Rate_last10%_std,0.0009443097526867339,0.0003804487124121311,73.0,170.0,-0.0005638610402746028
Systolic blood pressure_last25%_std,0.0009146782793263974,0.0003415604982441042,79.0,175.0,-0.0005731177810822932
Systolic blood pressure_last25%_mean,0.0009310583283434117,0.0003337170477280561,76.0,176.0,-0.0005973412806153556
Temperature_full_min,0.0013912218218557822,0.0007551293469418871,29.0,115.0,-0.0006360924749138951
Glascow coma scale eye opening_last10%_max,0.0008326265147610256,0.0001767560638522956,99.0,182.0,-0.0006558704509087301
Oxygen saturation_full_max,0.0009345992391368537,0.0002620524687080979,75.0,180.0,-0.0006725467704287557
Systolic blood pressure_last10%_min,0.0010644052928920457,0.0003478197208226953,59.0,174.0,-0.0007165855720693505
Glucose_last10%_min,0.0008604723854536035,0.00014219619165266626,92.0,183.0,-0.0007182761938009372
Glascow coma scale eye opening_full_std,0.0010012393093868659,0.00026412749142101663,68.0,179.0,-0.0007371118179658493
Potassium_last10%_min,0.0028763250951439096,0.0020387364907458916,10.0,21.0,-0.000837588604398018
Hemoglobin_full_std,0.0015962559206802705,0.0006969457281635632,22.0,123.0,-0.0008993101925167073
ICU_Cardiac Vascular Intensive Care Unit (CVICU),0.0036800210186665153,0.002731299229245737,5.0,13.0,-0.0009487217894207783
Sodium_full_max,0.0015859758907478844,0.0005272290220274919,23.0,148.0,-0.0010587468687203927
Oxygen saturation_last10%_min,0.0018384111079824122,0.0006112002622985555,17.0,138.0,-0.0012272108456838566
Respiratory rate_last25%_mean,0.004496370784108211,0.002819488189702074,3.0,12.0,-0.001676882594406137
Glascow coma scale verbal response_last10%_min,0.020244102509460047,0.014990332004663095,1.0,1.0,-0.005253770504796952
